episode,avg_reward,avg_success,avg_steps,cnt_seeds,smoothed_reward,smoothed_success,smoothed_steps
274,-7.299999999999909,1.0,13.0,10,-9.32399999999996,0.96,16.240000000000002
275,-3.2799999999999825,0.9,22.8,10,-7.172999999999969,0.96,15.729999999999999
276,-4.389999999999989,0.9,13.9,10,-7.5569999999999595,0.96,15.569999999999999
277,-3.5700000000000203,1.0,15.7,10,-3.9539999999999664,0.96,15.540000000000001
278,-11.549999999999969,1.0,15.5,10,-4.409999999999954,0.9700000000000001,15.1
279,4.900000000000022,1.0,11.0,10,-3.5689999999999626,0.9700000000000001,14.690000000000001
280,-17.63999999999988,0.9,16.4,10,-2.9209999999999736,0.9600000000000002,15.210000000000003
281,8.449999999999992,1.0,15.5,10,-2.8779999999999655,0.96,14.780000000000001
282,-8.15999999999988,1.0,11.6,10,-4.748999999999955,0.96,15.489999999999998
283,6.84999999999999,1.0,11.5,10,-3.3749999999999565,0.95,15.75
284,-0.8200000000000187,0.9,18.2,10,-3.9419999999999495,0.9199999999999999,16.419999999999998
285,-2.849999999999901,0.9,18.5,10,-5.174999999999952,0.9199999999999999,16.75
286,-23.09999999999989,0.9,21.0,10,-4.792999999999954,0.93,16.93
287,10.16999999999997,0.9,18.3,10,-4.925999999999955,0.9099999999999999,17.259999999999998
288,-17.2199999999999,0.7,22.2,10,-2.5599999999999685,0.9,17.6
289,-7.43,1.0,14.3,10,-2.6469999999999687,0.89,18.47
290,-13.819999999999899,1.0,18.2,10,-2.6739999999999684,0.9,17.740000000000002
291,7.119999999999972,0.8,18.8,10,-3.6659999999999697,0.9100000000000001,17.66
292,15.499999999999991,0.9,15.0,10,-1.7239999999999813,0.9200000000000002,17.240000000000002
293,5.9799999999999915,0.9,20.2,10,-1.6459999999999801,0.93,16.46
294,-1.0900000000000198,1.0,10.9,10,-0.20899999999998928,0.9500000000000002,16.089999999999996
295,-12.769999999999913,1.0,17.7,10,2.089000000000007,0.95,16.11
296,-3.6800000000000077,1.0,16.8,10,4.069999999999996,0.9299999999999999,16.3
297,10.94999999999998,1.0,10.5,10,2.1629999999999985,0.9400000000000001,16.37
298,-2.8499999999999903,0.9,18.5,10,1.6379999999999968,0.95,16.62
299,15.549999999999963,1.0,14.5,10,-1.358999999999982,0.95,16.589999999999996
